Model: , Shkurtov mixing model of optical constants,,,,,,,
Timestamp: ,9/20/2022 10:14,,,,,,,
,Compound,Molecular Formula,Grainsize (micron),Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Ammonia,NH3,100,100,77-88K,0.4-5.2 micron,"Martonchik, 1984",https://doi.org/10.1364/AO.23.000541
,,,,,,,,
wave,Ammonia,,,,,,,
2.801,0.015907709,,,,,,,
2.802,0.015373447,,,,,,,
2.803,0.014885974,,,,,,,
2.804,0.014440739,,,,,,,
2.805,0.014033682,,,,,,,
2.806,0.013661172,,,,,,,
2.807,0.01331996,,,,,,,
2.808,0.013007132,,,,,,,
2.809,0.012720072,,,,,,,
2.81,0.012456426,,,,,,,
2.811,0.012214077,,,,,,,
2.812,0.011991114,,,,,,,
2.813,0.011785814,,,,,,,
2.814,0.011596621,,,,,,,
2.815,0.011422124,,,,,,,
2.816,0.011261049,,,,,,,
2.817,0.01111224,,,,,,,
2.818,0.010974647,,,,,,,
2.819,0.010847319,,,,,,,
2.82,0.010729391,,,,,,,
2.821,0.010620074,,,,,,,
2.822,0.010518654,,,,,,,
2.823,0.010424478,,,,,,,
2.824,0.01033695,,,,,,,
2.825,0.010268651,,,,,,,
2.826,0.010282941,,,,,,,
2.827,0.010297793,,,,,,,
2.828,0.010313221,,,,,,,
2.829,0.01032924,,,,,,,
2.83,0.010345864,,,,,,,
2.831,0.010363108,,,,,,,
2.832,0.010380988,,,,,,,
2.833,0.01039952,,,,,,,
2.834,0.01041872,,,,,,,
2.835,0.010438605,,,,,,,
2.836,0.010459193,,,,,,,
2.837,0.010480501,,,,,,,
2.838,0.010502547,,,,,,,
2.839,0.01052535,,,,,,,
2.84,0.01054893,,,,,,,
2.841,0.010573305,,,,,,,
2.842,0.010598497,,,,,,,
2.843,0.010624526,,,,,,,
2.844,0.010651414,,,,,,,
2.845,0.010679182,,,,,,,
2.846,0.010707853,,,,,,,
2.847,0.01073745,,,,,,,
2.848,0.010767998,,,,,,,
2.849,0.010799519,,,,,,,
2.85,0.010832041,,,,,,,
2.851,0.010865588,,,,,,,
2.852,0.010900186,,,,,,,
2.853,0.010935864,,,,,,,
2.854,0.010972649,,,,,,,
2.855,0.01101057,,,,,,,
2.856,0.011049656,,,,,,,
2.857,0.011089939,,,,,,,
2.858,0.011007069,,,,,,,
2.859,0.0109068,,,,,,,
2.86,0.010809872,,,,,,,
2.861,0.010716137,,,,,,,
2.862,0.010625451,,,,,,,
2.863,0.010537679,,,,,,,
2.864,0.010452693,,,,,,,
2.865,0.010370369,,,,,,,
2.866,0.010290593,,,,,,,
2.867,0.010213251,,,,,,,
2.868,0.01013824,,,,,,,
2.869,0.010065458,,,,,,,
2.87,0.009994809,,,,,,,
2.871,0.009926202,,,,,,,
2.872,0.00985955,,,,,,,
2.873,0.00979477,,,,,,,
2.874,0.009731783,,,,,,,
2.875,0.009670513,,,,,,,
2.876,0.009610888,,,,,,,
2.877,0.00955284,,,,,,,
2.878,0.009496304,,,,,,,
2.879,0.009441216,,,,,,,
2.88,0.009387517,,,,,,,
2.881,0.00933515,,,,,,,
2.882,0.009284061,,,,,,,
2.883,0.009234198,,,,,,,
2.884,0.009185511,,,,,,,
2.885,0.009137953,,,,,,,
2.886,0.009091479,,,,,,,
2.887,0.009046045,,,,,,,
2.888,0.00900161,,,,,,,
2.889,0.008958134,,,,,,,
2.89,0.008915581,,,,,,,
2.891,0.008873912,,,,,,,
2.892,0.008833095,,,,,,,
2.893,0.008793097,,,,,,,
2.894,0.008753884,,,,,,,
2.895,0.008715428,,,,,,,
2.896,0.008677699,,,,,,,
2.897,0.00864067,,,,,,,
2.898,0.008604313,,,,,,,
2.899,0.008568605,,,,,,,
2.9,0.00853352,,,,,,,
2.901,0.008499035,,,,,,,
2.902,0.008465128,,,,,,,
2.903,0.008431778,,,,,,,
2.904,0.008398964,,,,,,,
2.905,0.008366667,,,,,,,
2.906,0.008334868,,,,,,,
2.907,0.008301454,,,,,,,
2.908,0.008181432,,,,,,,
2.909,0.008063548,,,,,,,
2.91,0.007947731,,,,,,,
2.911,0.007833914,,,,,,,
2.912,0.007722035,,,,,,,
2.913,0.007612033,,,,,,,
2.914,0.007503854,,,,,,,
2.915,0.007397445,,,,,,,
2.916,0.007292756,,,,,,,
2.917,0.00718974,,,,,,,
2.918,0.007088354,,,,,,,
2.919,0.006988555,,,,,,,
2.92,0.006890304,,,,,,,
2.921,0.006793564,,,,,,,
2.922,0.006698298,,,,,,,
2.923,0.006604474,,,,,,,
2.924,0.006512059,,,,,,,
2.925,0.006421023,,,,,,,
2.926,0.006331337,,,,,,,
2.927,0.006242974,,,,,,,
2.928,0.006155907,,,,,,,
2.929,0.006070111,,,,,,,
2.93,0.005985562,,,,,,,
2.931,0.005902237,,,,,,,
2.932,0.005820115,,,,,,,
2.933,0.005739174,,,,,,,
2.934,0.005659394,,,,,,,
2.935,0.005580756,,,,,,,
2.936,0.005503241,,,,,,,
2.937,0.005426831,,,,,,,
2.938,0.005351508,,,,,,,
2.939,0.005277256,,,,,,,
2.94,0.005204058,,,,,,,
2.941,0.005131899,,,,,,,
2.942,0.004824796,,,,,,,
2.943,0.004534898,,,,,,,
2.944,0.004267798,,,,,,,
2.945,0.004016903,,,,,,,
2.946,0.003780705,,,,,,,
2.947,0.003558321,,,,,,,
2.948,0.003348917,,,,,,,
2.949,0.003151609,,,,,,,
2.95,0.002953722,,,,,,,
2.951,0.002703995,,,,,,,
2.952,0.002471748,,,,,,,
2.953,0.002289168,,,,,,,
2.954,0.002207282,,,,,,,
2.955,0.002126673,,,,,,,
2.956,0.00200955,,,,,,,
2.957,0.001809397,,,,,,,
2.958,0.00160812,,,,,,,
2.959,0.001452449,,,,,,,
2.96,0.001364735,,,,,,,
2.961,0.001703353,,,,,,,
2.962,0.002238956,,,,,,,
2.963,0.004080963,,,,,,,
2.964,0.007659489,,,,,,,
2.965,0.014554521,,,,,,,
2.966,0.018656649,,,,,,,
2.967,0.021094352,,,,,,,
2.968,0.021990017,,,,,,,
2.969,0.019603096,,,,,,,
2.97,0.019807667,,,,,,,
2.971,0.023381759,,,,,,,
2.972,0.027312465,,,,,,,
2.973,0.028491374,,,,,,,
2.974,0.029592501,,,,,,,
2.975,0.028963985,,,,,,,
2.976,0.028032348,,,,,,,
2.977,0.02710532,,,,,,,
2.978,0.026192979,,,,,,,
2.979,0.025298368,,,,,,,
2.98,0.024421558,,,,,,,
2.981,0.023562613,,,,,,,
2.982,0.022721589,,,,,,,
2.983,0.02189854,,,,,,,
2.984,0.02109351,,,,,,,
2.985,0.020306538,,,,,,,
2.986,0.019769092,,,,,,,
2.987,0.019258858,,,,,,,
2.988,0.018756809,,,,,,,
2.989,0.018262948,,,,,,,
2.99,0.01777728,,,,,,,
2.991,0.017299806,,,,,,,
2.992,0.016830524,,,,,,,
2.993,0.016369434,,,,,,,
2.994,0.015916532,,,,,,,
2.995,0.015728221,,,,,,,
2.996,0.015544462,,,,,,,
2.997,0.015362106,,,,,,,
2.998,0.015181152,,,,,,,
2.999,0.015001599,,,,,,,
3,0.014823446,,,,,,,
3.001,0.014646694,,,,,,,
3.002,0.01447134,,,,,,,
3.003,0.014297385,,,,,,,
3.004,0.014202639,,,,,,,
3.005,0.014108545,,,,,,,
3.006,0.014014869,,,,,,,
3.007,0.013921611,,,,,,,
3.008,0.013828769,,,,,,,
3.009,0.013736344,,,,,,,
3.01,0.013644335,,,,,,,
3.011,0.013552743,,,,,,,
3.012,0.013461567,,,,,,,
3.013,0.013406403,,,,,,,
3.014,0.013353193,,,,,,,
3.015,0.013300125,,,,,,,
3.016,0.013247201,,,,,,,
3.017,0.01319442,,,,,,,
3.018,0.013141782,,,,,,,
3.019,0.013089288,,,,,,,
3.02,0.013036937,,,,,,,
3.021,0.012984729,,,,,,,
3.022,0.012956654,,,,,,,
3.023,0.012932787,,,,,,,
3.024,0.012908949,,,,,,,
3.025,0.012885142,,,,,,,
3.026,0.012861364,,,,,,,
3.027,0.012837617,,,,,,,
3.028,0.0128139,,,,,,,
3.029,0.012790213,,,,,,,
3.03,0.012766556,,,,,,,
3.031,0.012768917,,,,,,,
3.032,0.01278259,,,,,,,
3.033,0.012796273,,,,,,,
3.034,0.012809966,,,,,,,
3.035,0.012823669,,,,,,,
3.036,0.012837382,,,,,,,
3.037,0.012851105,,,,,,,
3.038,0.012864838,,,,,,,
3.039,0.012878581,,,,,,,
3.04,0.012892335,,,,,,,
3.041,0.012906098,,,,,,,
3.042,0.012919871,,,,,,,
3.043,0.012933655,,,,,,,
3.044,0.012947449,,,,,,,
3.045,0.012961252,,,,,,,
3.046,0.012975066,,,,,,,
3.047,0.01298889,,,,,,,
3.048,0.013002723,,,,,,,
3.049,0.013016109,,,,,,,
3.05,0.013027875,,,,,,,
3.051,0.013039648,,,,,,,
3.052,0.013051429,,,,,,,
3.053,0.013063216,,,,,,,
3.054,0.013075011,,,,,,,
3.055,0.013086814,,,,,,,
3.056,0.013098623,,,,,,,
3.057,0.01311044,,,,,,,
3.058,0.013122264,,,,,,,
3.059,0.013119983,,,,,,,
3.06,0.013116065,,,,,,,
3.061,0.013112148,,,,,,,
3.062,0.013108232,,,,,,,
3.063,0.013104317,,,,,,,
3.064,0.013100403,,,,,,,
3.065,0.013096489,,,,,,,
3.066,0.013092576,,,,,,,
3.067,0.013088665,,,,,,,
3.068,0.013076786,,,,,,,
3.069,0.01305743,,,,,,,
3.07,0.013038093,,,,,,,
3.071,0.013018775,,,,,,,
3.072,0.012999478,,,,,,,
3.073,0.012980201,,,,,,,
3.074,0.012960943,,,,,,,
3.075,0.012941706,,,,,,,
3.076,0.012922489,,,,,,,
3.077,0.012903292,,,,,,,
3.078,0.012884117,,,,,,,
3.079,0.012864963,,,,,,,
3.08,0.012845831,,,,,,,
3.081,0.012826721,,,,,,,
3.082,0.012807636,,,,,,,
3.083,0.012788576,,,,,,,
3.084,0.012769543,,,,,,,
3.085,0.01275054,,,,,,,
3.086,0.01273157,,,,,,,
3.087,0.012711646,,,,,,,
3.088,0.012691034,,,,,,,
3.089,0.012670445,,,,,,,
3.09,0.01264988,,,,,,,
3.091,0.012629339,,,,,,,
3.092,0.012608822,,,,,,,
3.093,0.012588329,,,,,,,
3.094,0.012567859,,,,,,,
3.095,0.012547414,,,,,,,
3.096,0.012526992,,,,,,,
3.097,0.012506595,,,,,,,
3.098,0.012486222,,,,,,,
3.099,0.012465873,,,,,,,
3.1,0.012445548,,,,,,,
3.101,0.012425248,,,,,,,
3.102,0.012404972,,,,,,,
3.103,0.01238472,,,,,,,
3.104,0.012364493,,,,,,,
3.105,0.012344291,,,,,,,
3.106,0.012335388,,,,,,,
3.107,0.012342731,,,,,,,
3.108,0.012350086,,,,,,,
3.109,0.012357454,,,,,,,
3.11,0.012364837,,,,,,,
3.111,0.012372236,,,,,,,
3.112,0.012379652,,,,,,,
3.113,0.012387088,,,,,,,
3.114,0.012394545,,,,,,,
3.115,0.012402025,,,,,,,
3.116,0.012409531,,,,,,,
3.117,0.012417066,,,,,,,
3.118,0.012424632,,,,,,,
3.119,0.012432233,,,,,,,
3.12,0.012439873,,,,,,,
3.121,0.012447556,,,,,,,
3.122,0.012455287,,,,,,,
3.123,0.012463071,,,,,,,
3.124,0.012470915,,,,,,,
3.125,0.012478827,,,,,,,
3.126,0.012465793,,,,,,,
3.127,0.012453137,,,,,,,
3.128,0.012440961,,,,,,,
3.129,0.0124294,,,,,,,
3.13,0.012418635,,,,,,,
3.131,0.012408908,,,,,,,
3.132,0.012400552,,,,,,,
3.133,0.012394025,,,,,,,
3.134,0.012389965,,,,,,,
3.135,0.012389276,,,,,,,
3.136,0.012393252,,,,,,,
3.137,0.012403761,,,,,,,
3.138,0.012423541,,,,,,,
3.139,0.012456636,,,,,,,
3.14,0.012509089,,,,,,,
3.141,0.012590016,,,,,,,
3.142,0.012713314,,,,,,,
3.143,0.01290039,,,,,,,
3.144,0.013184611,,,,,,,
3.145,0.013465968,,,,,,,
3.146,0.013523144,,,,,,,
3.147,0.013584677,,,,,,,
3.148,0.013650853,,,,,,,
3.149,0.013721976,,,,,,,
3.15,0.013798376,,,,,,,
3.151,0.013880401,,,,,,,
3.152,0.013968429,,,,,,,
3.153,0.014062862,,,,,,,
3.154,0.014164132,,,,,,,
3.155,0.014272704,,,,,,,
3.156,0.014389075,,,,,,,
3.157,0.014513781,,,,,,,
3.158,0.014647396,,,,,,,
3.159,0.014790538,,,,,,,
3.16,0.014943872,,,,,,,
3.161,0.015108114,,,,,,,
3.162,0.015284034,,,,,,,
3.163,0.015472463,,,,,,,
3.164,0.015674295,,,,,,,
3.165,0.01585787,,,,,,,
3.166,0.016009474,,,,,,,
3.167,0.016168129,,,,,,,
3.168,0.016334172,,,,,,,
3.169,0.016507958,,,,,,,
3.17,0.016689861,,,,,,,
3.171,0.016880273,,,,,,,
3.172,0.01707961,,,,,,,
3.173,0.017288309,,,,,,,
3.174,0.017506831,,,,,,,
3.175,0.017735663,,,,,,,
3.176,0.017975317,,,,,,,
3.177,0.018226336,,,,,,,
3.178,0.018489292,,,,,,,
3.179,0.01876479,,,,,,,
3.18,0.019053469,,,,,,,
3.181,0.019356007,,,,,,,
3.182,0.019673117,,,,,,,
3.183,0.020005559,,,,,,,
3.184,0.020354133,,,,,,,
3.185,0.020665569,,,,,,,
3.186,0.020851378,,,,,,,
3.187,0.021041687,,,,,,,
3.188,0.021236612,,,,,,,
3.189,0.021436272,,,,,,,
3.19,0.02164079,,,,,,,
3.191,0.021850293,,,,,,,
3.192,0.022064912,,,,,,,
3.193,0.02228478,,,,,,,
3.194,0.022510035,,,,,,,
3.195,0.022740821,,,,,,,
3.196,0.022977285,,,,,,,
3.197,0.023219576,,,,,,,
3.198,0.023467852,,,,,,,
3.199,0.023722273,,,,,,,
3.2,0.023983004,,,,,,,
3.201,0.024250218,,,,,,,
3.202,0.024524089,,,,,,,
3.203,0.0248048,,,,,,,
3.204,0.025092538,,,,,,,
3.205,0.025387497,,,,,,,
3.206,0.025691657,,,,,,,
3.207,0.02600372,,,,,,,
3.208,0.026323638,,,,,,,
3.209,0.026651632,,,,,,,
3.21,0.026987929,,,,,,,
3.211,0.027332766,,,,,,,
3.212,0.027686384,,,,,,,
3.213,0.028049037,,,,,,,
3.214,0.028420983,,,,,,,
3.215,0.028802491,,,,,,,
3.216,0.02919384,,,,,,,
3.217,0.029595316,,,,,,,
3.218,0.030007217,,,,,,,
3.219,0.030429851,,,,,,,
3.22,0.030863536,,,,,,,
3.221,0.031308603,,,,,,,
3.222,0.031765392,,,,,,,
3.223,0.032234259,,,,,,,
3.224,0.032715569,,,,,,,
3.225,0.033209702,,,,,,,
3.226,0.033697009,,,,,,,
3.227,0.034111405,,,,,,,
3.228,0.034534632,,,,,,,
3.229,0.03496691,,,,,,,
3.23,0.03540846,,,,,,,
3.231,0.035859515,,,,,,,
3.232,0.036320311,,,,,,,
3.233,0.036791094,,,,,,,
3.234,0.037272115,,,,,,,
3.235,0.037763634,,,,,,,
3.236,0.038265919,,,,,,,
3.237,0.038779247,,,,,,,
3.238,0.039303901,,,,,,,
3.239,0.039840177,,,,,,,
3.24,0.040388378,,,,,,,
3.241,0.040948815,,,,,,,
3.242,0.041521813,,,,,,,
3.243,0.042107704,,,,,,,
3.244,0.042706834,,,,,,,
3.245,0.043319558,,,,,,,
3.246,0.043946243,,,,,,,
3.247,0.044587269,,,,,,,
3.248,0.04524303,,,,,,,
3.249,0.04591393,,,,,,,
3.25,0.046600391,,,,,,,
3.251,0.047302846,,,,,,,
3.252,0.048021746,,,,,,,
3.253,0.048757554,,,,,,,
3.254,0.049510755,,,,,,,
3.255,0.050281845,,,,,,,
3.256,0.051071343,,,,,,,
3.257,0.051879785,,,,,,,
3.258,0.052707726,,,,,,,
3.259,0.053555741,,,,,,,
3.26,0.05442443,,,,,,,
3.261,0.055314411,,,,,,,
3.262,0.056226329,,,,,,,
3.263,0.057160852,,,,,,,
3.264,0.058118674,,,,,,,
3.265,0.059100518,,,,,,,
3.266,0.060107133,,,,,,,
3.267,0.0611393,,,,,,,
3.268,0.062197829,,,,,,,
3.269,0.063283567,,,,,,,
3.27,0.064397392,,,,,,,
3.271,0.06554022,,,,,,,
3.272,0.066713008,,,,,,,
3.273,0.067916749,,,,,,,
3.274,0.069152483,,,,,,,
3.275,0.070421293,,,,,,,
3.276,0.07172431,,,,,,,
3.277,0.073062716,,,,,,,
3.278,0.074437747,,,,,,,
3.279,0.075572522,,,,,,,
3.28,0.076109187,,,,,,,
3.281,0.076651223,,,,,,,
3.282,0.077198699,,,,,,,
3.283,0.077751683,,,,,,,
3.284,0.078310245,,,,,,,
3.285,0.078874458,,,,,,,
3.286,0.079444394,,,,,,,
3.287,0.080020128,,,,,,,
3.288,0.080601734,,,,,,,
3.289,0.081189289,,,,,,,
3.29,0.081782871,,,,,,,
3.291,0.082382559,,,,,,,
3.292,0.082988435,,,,,,,
3.293,0.083600579,,,,,,,
3.294,0.084219076,,,,,,,
3.295,0.08484401,,,,,,,
3.296,0.085475469,,,,,,,
3.297,0.086113539,,,,,,,
3.298,0.08675831,,,,,,,
3.299,0.087409874,,,,,,,
3.3,0.088068323,,,,,,,
3.301,0.088733752,,,,,,,
3.302,0.089406258,,,,,,,
3.303,0.090085937,,,,,,,
3.304,0.09077289,,,,,,,
3.305,0.091467219,,,,,,,
3.306,0.092169027,,,,,,,
3.307,0.09287842,,,,,,,
3.308,0.093595504,,,,,,,
3.309,0.09432039,,,,,,,
3.31,0.095053189,,,,,,,
3.311,0.095794015,,,,,,,
3.312,0.096542984,,,,,,,
3.313,0.097300213,,,,,,,
3.314,0.098065824,,,,,,,
3.315,0.098839939,,,,,,,
3.316,0.099622684,,,,,,,
3.317,0.100414186,,,,,,,
3.318,0.101214575,,,,,,,
3.319,0.102023984,,,,,,,
3.32,0.102842549,,,,,,,
3.321,0.103670408,,,,,,,
3.322,0.104507703,,,,,,,
3.323,0.105354576,,,,,,,
3.324,0.106211176,,,,,,,
3.325,0.107077653,,,,,,,
3.326,0.107954158,,,,,,,
3.327,0.10884085,,,,,,,
3.328,0.109737887,,,,,,,
3.329,0.110645433,,,,,,,
3.33,0.111563654,,,,,,,
3.331,0.112492721,,,,,,,
3.332,0.113432807,,,,,,,
3.333,0.11438409,,,,,,,
3.334,0.11513113,,,,,,,
3.335,0.115776421,,,,,,,
3.336,0.116426744,,,,,,,
3.337,0.117082152,,,,,,,
3.338,0.117742697,,,,,,,
3.339,0.118408435,,,,,,,
3.34,0.119079422,,,,,,,
3.341,0.119755714,,,,,,,
3.342,0.120437368,,,,,,,
3.343,0.121124442,,,,,,,
3.344,0.121816995,,,,,,,
3.345,0.122515087,,,,,,,
3.346,0.123218779,,,,,,,
3.347,0.123928132,,,,,,,
3.348,0.124643208,,,,,,,
3.349,0.125364072,,,,,,,
3.35,0.126090788,,,,,,,
3.351,0.126823421,,,,,,,
3.352,0.127562038,,,,,,,
3.353,0.128306706,,,,,,,
3.354,0.129057494,,,,,,,
3.355,0.129814471,,,,,,,
3.356,0.130577709,,,,,,,
3.357,0.131347278,,,,,,,
3.358,0.132123253,,,,,,,
3.359,0.132905707,,,,,,,
3.36,0.133694715,,,,,,,
3.361,0.134490355,,,,,,,
3.362,0.135292704,,,,,,,
3.363,0.136101841,,,,,,,
3.364,0.136917846,,,,,,,
3.365,0.137740802,,,,,,,
3.366,0.138570791,,,,,,,
3.367,0.139407898,,,,,,,
3.368,0.140252209,,,,,,,
3.369,0.14110381,,,,,,,
3.37,0.141962791,,,,,,,
3.371,0.142829243,,,,,,,
3.372,0.143703256,,,,,,,
3.373,0.144584925,,,,,,,
3.374,0.145474344,,,,,,,
3.375,0.14637161,,,,,,,
3.376,0.147276821,,,,,,,
3.377,0.148190078,,,,,,,
3.378,0.149111482,,,,,,,
3.379,0.150041138,,,,,,,
3.38,0.15097915,,,,,,,
3.381,0.151925627,,,,,,,
3.382,0.152880676,,,,,,,
3.383,0.153844411,,,,,,,
3.384,0.154816944,,,,,,,
3.385,0.155798391,,,,,,,
3.386,0.156788869,,,,,,,
3.387,0.157788498,,,,,,,
3.388,0.1587974,,,,,,,
3.389,0.1598157,,,,,,,
3.39,0.160756072,,,,,,,
3.391,0.161273239,,,,,,,
3.392,0.161792679,,,,,,,
3.393,0.162314406,,,,,,,
3.394,0.162838436,,,,,,,
3.395,0.163364783,,,,,,,
3.396,0.163893462,,,,,,,
3.397,0.164424487,,,,,,,
3.398,0.164957874,,,,,,,
3.399,0.165493639,,,,,,,
3.4,0.166031795,,,,,,,
3.401,0.16657236,,,,,,,
3.402,0.167115348,,,,,,,
3.403,0.167660775,,,,,,,
3.404,0.168208657,,,,,,,
3.405,0.168759011,,,,,,,
3.406,0.169311852,,,,,,,
3.407,0.169867197,,,,,,,
3.408,0.170425063,,,,,,,
3.409,0.170985465,,,,,,,
3.41,0.171548422,,,,,,,
3.411,0.17211395,,,,,,,
3.412,0.172682066,,,,,,,
3.413,0.173252787,,,,,,,
3.414,0.173826132,,,,,,,
3.415,0.174402117,,,,,,,
3.416,0.174980761,,,,,,,
3.417,0.175562082,,,,,,,
3.418,0.176146097,,,,,,,
3.419,0.176732826,,,,,,,
3.42,0.177322286,,,,,,,
3.421,0.177914497,,,,,,,
3.422,0.178509477,,,,,,,
3.423,0.179107246,,,,,,,
3.424,0.179707823,,,,,,,
3.425,0.180311227,,,,,,,
3.426,0.180917479,,,,,,,
3.427,0.181526597,,,,,,,
3.428,0.182138603,,,,,,,
3.429,0.182753516,,,,,,,
3.43,0.183371357,,,,,,,
3.431,0.183992146,,,,,,,
3.432,0.184615905,,,,,,,
3.433,0.185242655,,,,,,,
3.434,0.185872417,,,,,,,
3.435,0.186505212,,,,,,,
3.436,0.187141063,,,,,,,
3.437,0.187779992,,,,,,,
3.438,0.18842202,,,,,,,
3.439,0.189067171,,,,,,,
3.44,0.189715467,,,,,,,
3.441,0.19036693,,,,,,,
3.442,0.191021585,,,,,,,
3.443,0.191679455,,,,,,,
3.444,0.192340562,,,,,,,
3.445,0.193004933,,,,,,,
3.446,0.19367259,,,,,,,
3.447,0.194343558,,,,,,,
3.448,0.195017862,,,,,,,
3.449,0.195203875,,,,,,,
3.45,0.195203056,,,,,,,
3.451,0.195202237,,,,,,,
3.452,0.195201417,,,,,,,
3.453,0.195200597,,,,,,,
3.454,0.195199775,,,,,,,
3.455,0.195198953,,,,,,,
3.456,0.195198131,,,,,,,
3.457,0.195197308,,,,,,,
3.458,0.195196484,,,,,,,
3.459,0.195195659,,,,,,,
3.46,0.195194834,,,,,,,
3.461,0.195194008,,,,,,,
3.462,0.195193181,,,,,,,
3.463,0.195192353,,,,,,,
3.464,0.195191525,,,,,,,
3.465,0.195190696,,,,,,,
3.466,0.195189867,,,,,,,
3.467,0.195189037,,,,,,,
3.468,0.195188206,,,,,,,
3.469,0.195187374,,,,,,,
3.47,0.195186542,,,,,,,
3.471,0.195185709,,,,,,,
3.472,0.195184875,,,,,,,
3.473,0.195184041,,,,,,,
3.474,0.195183206,,,,,,,
3.475,0.19518237,,,,,,,
3.476,0.195181534,,,,,,,
3.477,0.195180697,,,,,,,
3.478,0.195179859,,,,,,,
3.479,0.19517902,,,,,,,
3.48,0.195178181,,,,,,,
3.481,0.195177341,,,,,,,
3.482,0.1951765,,,,,,,
3.483,0.195175659,,,,,,,
3.484,0.195174817,,,,,,,
3.485,0.195173974,,,,,,,
3.486,0.195173131,,,,,,,
3.487,0.195172287,,,,,,,
3.488,0.195171442,,,,,,,
3.489,0.195170597,,,,,,,
3.49,0.195169751,,,,,,,
3.491,0.195168904,,,,,,,
3.492,0.195168056,,,,,,,
3.493,0.195167208,,,,,,,
3.494,0.195166359,,,,,,,
3.495,0.195165509,,,,,,,
3.496,0.195164659,,,,,,,
3.497,0.195163808,,,,,,,
3.498,0.195162956,,,,,,,
3.499,0.195162103,,,,,,,
3.5,0.19516125,,,,,,,
3.501,0.195160396,,,,,,,
3.502,0.195159542,,,,,,,
3.503,0.195158687,,,,,,,
3.504,0.195157831,,,,,,,
3.505,0.195156974,,,,,,,
3.506,0.195156117,,,,,,,
3.507,0.195155259,,,,,,,
3.508,0.1951544,,,,,,,
3.509,0.19515354,,,,,,,
3.51,0.19515268,,,,,,,
3.511,0.195151819,,,,,,,
3.512,0.195150958,,,,,,,
3.513,0.195150096,,,,,,,
3.514,0.195149233,,,,,,,
3.515,0.195148369,,,,,,,
3.516,0.195147505,,,,,,,
3.517,0.195146639,,,,,,,
3.518,0.195145774,,,,,,,
3.519,0.195144907,,,,,,,
3.52,0.19514404,,,,,,,
3.521,0.195143172,,,,,,,
3.522,0.195142304,,,,,,,
3.523,0.195141434,,,,,,,
3.524,0.195140564,,,,,,,
3.525,0.195139694,,,,,,,
3.526,0.195138822,,,,,,,
3.527,0.19513795,,,,,,,
3.528,0.195137077,,,,,,,
3.529,0.195136204,,,,,,,
3.53,0.19513533,,,,,,,
3.531,0.195134455,,,,,,,
3.532,0.195133579,,,,,,,
3.533,0.195132703,,,,,,,
3.534,0.195131826,,,,,,,
3.535,0.195130948,,,,,,,
3.536,0.195130069,,,,,,,
3.537,0.19512919,,,,,,,
3.538,0.19512831,,,,,,,
3.539,0.19512743,,,,,,,
3.54,0.195126549,,,,,,,
3.541,0.195125667,,,,,,,
3.542,0.195124784,,,,,,,
3.543,0.195123901,,,,,,,
3.544,0.195123016,,,,,,,
3.545,0.195122132,,,,,,,
3.546,0.195121246,,,,,,,
3.547,0.19512036,,,,,,,
3.548,0.195119473,,,,,,,
3.549,0.195118585,,,,,,,
3.55,0.195117697,,,,,,,
3.551,0.195116808,,,,,,,
3.552,0.195115918,,,,,,,
3.553,0.195115028,,,,,,,
3.554,0.195114136,,,,,,,
3.555,0.195113245,,,,,,,
3.556,0.195112352,,,,,,,
3.557,0.195111459,,,,,,,
3.558,0.195110565,,,,,,,
3.559,0.19510967,,,,,,,
3.56,0.195108774,,,,,,,
3.561,0.195107878,,,,,,,
3.562,0.195106981,,,,,,,
3.563,0.195106084,,,,,,,
3.564,0.195105186,,,,,,,
3.565,0.195104287,,,,,,,
3.566,0.195103387,,,,,,,
3.567,0.195102486,,,,,,,
3.568,0.195101585,,,,,,,
3.569,0.195100684,,,,,,,
3.57,0.195099781,,,,,,,
3.571,0.195098878,,,,,,,
3.572,0.195098143,,,,,,,
3.573,0.195097535,,,,,,,
3.574,0.195096926,,,,,,,
3.575,0.195096317,,,,,,,
3.576,0.195095709,,,,,,,
3.577,0.1950951,,,,,,,
3.578,0.19509449,,,,,,,
3.579,0.195093881,,,,,,,
3.58,0.195093272,,,,,,,
3.581,0.195092662,,,,,,,
3.582,0.195092052,,,,,,,
3.583,0.195091442,,,,,,,
3.584,0.195090832,,,,,,,
3.585,0.195090222,,,,,,,
3.586,0.195089611,,,,,,,
3.587,0.195089001,,,,,,,
3.588,0.19508839,,,,,,,
3.589,0.195087779,,,,,,,
3.59,0.195087168,,,,,,,
3.591,0.195086556,,,,,,,
3.592,0.195085945,,,,,,,
3.593,0.195085333,,,,,,,
3.594,0.195084722,,,,,,,
3.595,0.19508411,,,,,,,
3.596,0.195083497,,,,,,,
3.597,0.195082885,,,,,,,
3.598,0.195082273,,,,,,,
3.599,0.19508166,,,,,,,
3.6,0.195081047,,,,,,,
3.601,0.195080434,,,,,,,
3.602,0.195079821,,,,,,,
3.603,0.195079208,,,,,,,
3.604,0.195078594,,,,,,,
3.605,0.195077981,,,,,,,
3.606,0.195077367,,,,,,,
3.607,0.195076753,,,,,,,
3.608,0.195076139,,,,,,,
3.609,0.195075525,,,,,,,
3.61,0.19507491,,,,,,,
3.611,0.195074295,,,,,,,
3.612,0.195073681,,,,,,,
